date,city,state,pm25,pm10,no2,nh3,so2,co,o3,temperature,humidity,aqi
2025-07-23,Raipur,Chhattisgarh,87.5,131.3,51.0,6.1,18.1,64.6,11.6,33.5,52.0,131
2025-07-30,Raipur,Chhattisgarh,77.3,116.0,47.7,3.1,13.9,34.2,16.8,32.7,50.5,116
2025-08-06,Raipur,Chhattisgarh,80.6,120.9,52.9,10.2,13.0,46.2,25.9,31.9,49.2,120
2025-08-13,Raipur,Chhattisgarh,72.9,109.4,51.0,7.5,15.6,30.1,26.6,31.0,48.0,109
2025-08-20,Raipur,Chhattisgarh,67.9,101.8,50.8,5.6,8.5,40.8,12.9,30.0,47.0,101
2025-08-27,Raipur,Chhattisgarh,59.7,89.6,47.9,8.3,15.3,16.1,28.9,28.9,46.2,89
2025-09-03,Raipur,Chhattisgarh,69.0,103.6,59.3,9.8,11.7,46.1,29.6,27.8,45.6,103
2025-09-10,Raipur,Chhattisgarh,46.8,70.3,43.1,10.5,19.5,53.4,21.0,26.6,45.2,97
2025-09-17,Raipur,Chhattisgarh,49.7,74.6,48.9,5.4,14.0,51.1,37.7,25.4,45.0,75
2025-09-24,Raipur,Chhattisgarh,44.9,67.3,47.0,5.8,8.9,74.9,38.6,24.2,45.0,77
2025-10-01,Raipur,Chhattisgarh,46.4,69.7,51.5,8.5,24.2,34.8,27.2,23.0,45.3,121
2025-10-08,Raipur,Chhattisgarh,41.7,62.5,48.5,6.9,9.9,33.5,24.2,21.9,45.8,62
2025-10-15,Raipur,Chhattisgarh,35.1,52.6,42.3,6.6,14.2,91.6,27.6,20.7,46.4,71
2025-10-22,Raipur,Chhattisgarh,46.3,69.4,57.2,4.1,16.6,55.9,17.4,19.7,47.3,83
2025-10-29,Raipur,Chhattisgarh,37.9,56.8,47.3,6.4,12.1,5.0,26.9,18.7,48.3,60
2025-11-05,Raipur,Chhattisgarh,41.5,62.2,51.6,8.2,16.1,23.8,33.6,17.8,49.6,80
2025-11-12,Raipur,Chhattisgarh,37.0,55.5,45.2,6.3,14.2,74.0,19.5,17.0,50.9,70
2025-11-19,Raipur,Chhattisgarh,37.6,56.4,44.6,11.8,16.6,56.0,25.8,16.4,52.4,82
2025-11-26,Raipur,Chhattisgarh,38.9,58.3,44.2,13.5,17.9,6.6,7.7,15.8,54.0,89
2025-12-03,Raipur,Chhattisgarh,44.8,67.2,48.3,2.0,17.9,30.7,27.2,15.4,55.7,89
2025-12-10,Raipur,Chhattisgarh,42.7,64.1,43.4,10.0,13.2,54.0,22.4,15.1,57.5,66
2025-12-17,Raipur,Chhattisgarh,56.5,84.7,53.8,7.4,14.7,54.3,22.6,15.0,59.3,84
2025-12-24,Raipur,Chhattisgarh,63.7,95.6,56.7,9.1,20.3,67.1,22.9,15.0,61.1,101
2025-01-01,Delhi,Delhi,90.8,136.2,74.6,15.9,22.9,25.7,5.0,15.2,63.1,136
2025-01-08,Delhi,Delhi,82.4,123.6,63.2,13.8,29.7,36.2,5.6,15.5,64.9,148
2025-01-15,Delhi,Delhi,107.1,160.7,76.8,11.1,20.5,67.9,12.1,16.0,66.5,160
2025-01-22,Delhi,Delhi,90.3,135.4,60.6,11.6,16.2,85.7,17.7,16.6,68.1,135
2025-01-29,Delhi,Delhi,96.8,145.1,61.0,14.0,16.0,55.7,7.4,17.3,69.6,145
2025-02-05,Delhi,Delhi,117.3,175.9,69.7,10.3,5.9,15.1,20.4,18.1,70.9,175
2025-02-12,Delhi,Delhi,114.2,171.3,64.3,15.2,13.4,77.5,19.2,19.1,72.1,171
2025-02-19,Delhi,Delhi,111.2,166.8,59.5,11.2,20.7,82.4,15.9,20.1,73.0,166
2025-02-26,Delhi,Delhi,128.0,192.0,65.4,11.8,17.6,78.7,14.3,21.1,73.8,191
2025-03-05,Delhi,Delhi,154.5,231.7,75.7,9.0,16.1,82.1,14.3,22.3,74.4,231
2025-03-12,Delhi,Delhi,144.0,216.1,68.0,12.2,18.3,30.1,16.8,23.5,74.8,216
2025-03-19,Delhi,Delhi,166.7,250.1,76.2,8.9,12.9,32.8,28.4,24.7,75.0,250
2025-03-26,Delhi,Delhi,151.0,226.5,67.1,14.8,15.9,32.8,24.7,25.9,74.9,226
2025-04-02,Delhi,Delhi,153.6,230.4,66.8,8.3,23.8,96.8,19.5,27.1,74.7,230
2025-04-09,Delhi,Delhi,171.8,257.7,73.4,11.9,27.4,82.5,35.5,28.2,74.2,257
2025-04-16,Delhi,Delhi,150.6,225.9,63.5,7.8,21.3,86.8,11.3,29.3,73.5,225
2025-04-23,Delhi,Delhi,162.7,244.0,68.0,9.6,24.3,43.0,29.0,30.4,72.6,244
2025-04-30,Delhi,Delhi,170.4,255.6,71.0,10.5,13.9,82.3,29.0,31.4,71.6,255
2025-05-07,Delhi,Delhi,149.6,224.5,62.5,12.4,13.4,52.3,28.9,32.2,70.4,224
2025-05-14,Delhi,Delhi,187.9,281.9,78.9,17.6,17.4,48.4,27.3,33.0,69.0,281
2025-05-21,Delhi,Delhi,133.6,200.4,56.8,11.5,21.3,92.8,5.1,33.7,67.5,200
2025-05-28,Delhi,Delhi,176.0,264.0,76.0,10.4,19.1,120.6,29.8,34.2,65.8,264
2025-06-04,Delhi,Delhi,150.1,225.1,66.2,19.9,15.8,66.7,18.6,34.6,64.1,225
2025-06-11,Delhi,Delhi,130.3,195.4,58.9,10.7,19.1,57.3,24.6,34.9,62.4,195
2025-06-18,Delhi,Delhi,142.4,213.5,66.4,13.5,23.3,93.4,13.9,35.0,60.6,213
2025-06-25,Delhi,Delhi,132.6,199.0,64.1,12.3,27.0,71.5,19.1,35.0,58.8,198
2025-07-02,Delhi,Delhi,107.2,160.8,53.9,12.2,12.4,114.2,17.7,34.8,57.0,160
2025-07-09,Delhi,Delhi,145.7,218.6,76.6,12.0,17.7,67.3,33.1,34.5,55.2,218
2025-07-16,Delhi,Delhi,124.2,186.4,68.6,13.4,21.1,88.5,24.3,34.0,53.6,186
2025-07-23,Delhi,Delhi,123.6,185.4,72.0,7.6,14.1,137.1,20.7,33.5,52.0,185
2025-07-30,Delhi,Delhi,117.2,175.8,72.3,11.5,26.6,40.8,7.3,32.7,50.5,175
2025-08-06,Delhi,Delhi,104.3,156.5,68.4,11.4,21.3,46.4,25.1,31.9,49.2,156
2025-08-13,Delhi,Delhi,91.2,136.8,63.8,15.0,15.1,74.8,22.7,31.0,48.0,136
2025-08-20,Delhi,Delhi,92.1,138.1,68.9,6.9,25.5,41.6,16.0,30.0,47.0,138
2025-08-27,Delhi,Delhi,82.7,124.1,66.3,11.8,35.9,55.2,39.3,28.9,46.2,179
2025-09-03,Delhi,Delhi,80.0,120.0,68.8,5.5,18.0,58.5,5.0,27.8,45.6,120
2025-09-10,Delhi,Delhi,72.9,109.4,67.1,7.8,13.0,73.8,15.5,26.6,45.2,109
2025-09-17,Delhi,Delhi,74.0,111.0,72.8,2.0,19.9,80.6,14.4,25.4,45.0,111
2025-09-24,Delhi,Delhi,62.8,94.2,65.8,18.2,25.3,88.1,16.6,24.2,45.0,126
2025-10-01,Delhi,Delhi,51.2,76.8,56.7,10.9,37.2,74.4,24.2,23.0,45.3,186
2025-10-08,Delhi,Delhi,56.9,85.4,66.2,6.7,25.3,42.5,19.4,21.9,45.8,126
2025-10-15,Delhi,Delhi,43.0,64.5,51.8,12.8,13.8,74.8,37.0,20.7,46.4,73
2025-10-22,Delhi,Delhi,50.7,76.0,62.6,17.0,22.7,78.1,24.8,19.7,47.3,113
2025-10-29,Delhi,Delhi,45.8,68.6,57.2,2.0,21.9,73.2,19.4,18.7,48.3,109
2025-11-05,Delhi,Delhi,43.8,65.7,54.6,9.2,20.6,54.8,24.1,17.8,49.6,102
2025-11-12,Delhi,Delhi,51.7,77.5,63.2,12.3,20.9,65.4,22.8,17.0,50.9,104
2025-11-19,Delhi,Delhi,61.3,92.0,72.7,5.1,18.3,5.0,15.6,16.4,52.4,92
2025-11-26,Delhi,Delhi,49.5,74.2,56.2,2.4,24.1,104.0,22.8,15.8,54.0,120
2025-12-03,Delhi,Delhi,56.9,85.4,61.4,5.1,2.0,55.4,18.6,15.4,55.7,85
2025-12-10,Delhi,Delhi,57.7,86.5,58.6,2.0,18.3,65.6,19.1,15.1,57.5,91
2025-12-17,Delhi,Delhi,68.7,103.0,65.4,12.2,11.5,49.3,27.7,15.0,59.3,103
2025-12-24,Delhi,Delhi,69.1,103.6,61.5,10.3,22.7,87.1,25.5,15.0,61.1,113
2025-01-01,Ahmedabad,Gujarat,45.9,68.9,37.7,7.3,9.8,41.9,33.5,15.2,63.1,68
2025-01-08,Ahmedabad,Gujarat,52.2,78.3,40.0,7.8,15.0,63.2,30.1,15.5,64.9,78
2025-01-15,Ahmedabad,Gujarat,57.8,86.8,41.4,4.8,12.9,50.9,20.9,16.0,66.5,86
2025-01-22,Ahmedabad,Gujarat,68.3,102.4,45.8,8.2,10.3,40.9,19.2,16.6,68.1,102
2025-01-29,Ahmedabad,Gujarat,66.9,100.3,42.2,8.2,17.1,14.4,13.4,17.3,69.6,100
2025-02-05,Ahmedabad,Gujarat,78.5,117.7,46.6,7.5,14.0,37.4,34.9,18.1,70.9,117
2025-02-12,Ahmedabad,Gujarat,75.0,112.5,42.2,6.2,12.6,55.0,21.1,19.1,72.1,112
2025-02-19,Ahmedabad,Gujarat,92.7,139.1,49.6,4.8,15.7,26.9,20.9,20.1,73.0,139
2025-02-26,Ahmedabad,Gujarat,92.8,139.2,47.4,7.4,16.3,41.9,29.1,21.1,73.8,139
2025-03-05,Ahmedabad,Gujarat,102.7,154.0,50.3,6.2,13.4,60.8,5.0,22.3,74.4,154
2025-03-12,Ahmedabad,Gujarat,94.8,142.2,44.7,14.3,12.5,38.7,22.7,23.5,74.8,142
2025-03-19,Ahmedabad,Gujarat,109.4,164.1,50.0,10.7,14.7,46.1,28.9,24.7,75.0,164
2025-03-26,Ahmedabad,Gujarat,83.3,125.0,37.1,14.0,7.5,61.5,45.2,25.9,74.9,125
2025-04-02,Ahmedabad,Gujarat,94.7,142.1,41.2,13.8,18.3,22.9,26.7,27.1,74.7,142
2025-04-09,Ahmedabad,Gujarat,105.5,158.2,45.0,5.2,9.1,16.1,33.8,28.2,74.2,158
2025-04-16,Ahmedabad,Gujarat,108.3,162.4,45.6,4.8,13.2,34.8,31.6,29.3,73.5,162
2025-04-23,Ahmedabad,Gujarat,116.4,174.6,48.7,7.3,14.4,38.7,15.0,30.4,72.6,174
2025-04-30,Ahmedabad,Gujarat,89.3,134.0,37.2,7.1,16.0,5.0,30.1,31.4,71.6,133
2025-05-07,Ahmedabad,Gujarat,114.0,170.9,47.6,8.2,8.4,47.4,24.8,32.2,70.4,170
2025-05-14,Ahmedabad,Gujarat,107.8,161.7,45.3,9.8,20.9,55.6,40.0,33.0,69.0,161
2025-05-21,Ahmedabad,Gujarat,117.4,176.2,49.9,2.8,14.0,50.9,20.1,33.7,67.5,176
2025-05-28,Ahmedabad,Gujarat,99.3,149.0,42.9,10.3,19.4,48.9,26.2,34.2,65.8,148
2025-06-04,Ahmedabad,Gujarat,93.9,140.9,41.4,7.9,11.5,75.6,23.7,34.6,64.1,140
2025-06-11,Ahmedabad,Gujarat,92.1,138.2,41.7,7.4,10.1,39.8,11.5,34.9,62.4,138
2025-06-18,Ahmedabad,Gujarat,102.1,153.1,47.6,8.3,9.1,54.8,19.7,35.0,60.6,153
2025-06-25,Ahmedabad,Gujarat,101.1,151.6,48.8,7.0,9.8,11.4,37.1,35.0,58.8,151
2025-07-02,Ahmedabad,Gujarat,90.9,136.3,45.7,9.7,11.9,14.4,17.5,34.8,57.0,136
2025-07-09,Ahmedabad,Gujarat,88.7,133.0,46.6,7.2,12.1,42.2,25.6,34.5,55.2,133
2025-07-16,Ahmedabad,Gujarat,65.9,98.8,36.4,4.2,13.9,52.2,26.7,34.0,53.6,98
2025-07-23,Ahmedabad,Gujarat,71.9,107.9,41.9,8.4,15.2,66.5,28.0,33.5,52.0,107
2025-07-30,Ahmedabad,Gujarat,75.9,113.9,46.9,16.1,15.2,27.0,44.2,32.7,50.5,113
2025-08-06,Ahmedabad,Gujarat,81.0,121.5,53.1,6.0,14.9,39.4,13.9,31.9,49.2,121
2025-08-13,Ahmedabad,Gujarat,73.6,110.4,51.5,8.9,10.2,66.3,43.1,31.0,48.0,110
2025-08-20,Ahmedabad,Gujarat,60.8,91.2,45.5,10.0,13.9,57.0,30.9,30.0,47.0,91
2025-08-27,Ahmedabad,Gujarat,57.7,86.6,46.3,5.9,13.0,45.0,37.7,28.9,46.2,86
2025-09-03,Ahmedabad,Gujarat,51.3,76.9,44.0,6.6,9.4,65.3,30.5,27.8,45.6,76
2025-09-10,Ahmedabad,Gujarat,52.3,78.4,48.1,9.5,13.8,18.6,16.2,26.6,45.2,78
2025-09-17,Ahmedabad,Gujarat,46.3,69.5,45.6,6.9,10.8,51.8,20.2,25.4,45.0,69
2025-09-24,Ahmedabad,Gujarat,38.1,57.1,39.9,10.8,16.2,45.0,31.3,24.2,45.0,81
2025-10-01,Ahmedabad,Gujarat,41.2,61.7,45.6,4.4,25.6,25.2,24.0,23.0,45.3,127
2025-10-08,Ahmedabad,Gujarat,40.1,60.2,46.6,7.2,15.5,8.4,39.9,21.9,45.8,79
2025-10-15,Ahmedabad,Gujarat,35.0,52.5,42.2,11.1,14.0,45.8,14.0,20.7,46.4,70
2025-10-22,Ahmedabad,Gujarat,37.7,56.6,46.6,5.6,8.3,29.4,36.0,19.7,47.3,72
2025-10-29,Ahmedabad,Gujarat,33.3,50.0,41.7,8.3,14.6,96.9,21.1,18.7,48.3,73
2025-11-05,Ahmedabad,Gujarat,36.7,55.0,45.7,7.3,13.2,36.6,27.0,17.8,49.6,65
2025-11-12,Ahmedabad,Gujarat,38.8,58.2,47.5,6.5,16.2,20.6,24.4,17.0,50.9,80
2025-11-19,Ahmedabad,Gujarat,40.0,60.1,47.5,5.3,11.7,53.7,5.0,16.4,52.4,60
2025-11-26,Ahmedabad,Gujarat,48.3,72.5,54.9,8.4,5.9,30.4,32.3,15.8,54.0,72
2025-12-03,Ahmedabad,Gujarat,43.6,65.4,47.0,5.7,14.2,47.0,40.0,15.4,55.7,80
2025-12-10,Ahmedabad,Gujarat,43.0,64.5,43.7,4.8,11.6,71.2,32.7,15.1,57.5,65
2025-12-17,Ahmedabad,Gujarat,55.1,82.6,52.4,6.7,11.2,21.9,31.1,15.0,59.3,82
2025-12-24,Ahmedabad,Gujarat,55.8,83.7,49.6,10.2,8.5,62.7,31.4,15.0,61.1,83
2025-01-01,Rajkot,Gujarat,55.3,82.9,45.4,5.3,15.4,19.8,39.1,15.2,63.1,82
2025-01-08,Rajkot,Gujarat,59.2,88.8,45.4,2.0,6.8,35.8,30.8,15.5,64.9,88
2025-01-15,Rajkot,Gujarat,55.8,83.8,40.0,5.3,17.6,22.1,16.4,16.0,66.5,88
2025-01-22,Rajkot,Gujarat,66.5,99.7,44.6,2.5,15.2,49.5,23.1,16.6,68.1,99
2025-01-29,Rajkot,Gujarat,65.9,98.8,41.5,3.4,14.9,49.3,28.9,17.3,69.6,98
2025-02-05,Rajkot,Gujarat,83.7,125.6,49.8,7.2,6.8,59.3,36.8,18.1,70.9,125
2025-02-12,Rajkot,Gujarat,90.2,135.3,50.7,6.2,13.0,41.4,5.0,19.1,72.1,135
2025-02-19,Rajkot,Gujarat,77.4,116.1,41.4,5.4,4.9,40.4,57.8,20.1,73.0,116
2025-02-26,Rajkot,Gujarat,83.3,124.9,42.5,6.3,17.0,35.5,5.0,21.1,73.8,124
2025-03-05,Rajkot,Gujarat,95.1,142.7,46.6,5.8,12.5,76.3,16.7,22.3,74.4,142
2025-03-12,Rajkot,Gujarat,104.0,155.9,49.1,10.5,12.3,46.1,32.9,23.5,74.8,155
2025-03-19,Rajkot,Gujarat,88.5,132.7,40.4,3.6,12.5,77.3,20.0,24.7,75.0,132
2025-03-26,Rajkot,Gujarat,87.6,131.4,38.9,7.4,17.9,24.6,33.4,25.9,74.9,131
2025-04-02,Rajkot,Gujarat,110.7,166.1,48.1,10.0,15.4,40.7,31.1,27.1,74.7,166
2025-04-09,Rajkot,Gujarat,117.8,176.7,50.3,3.1,19.1,59.0,29.6,28.2,74.2,176
2025-04-16,Rajkot,Gujarat,105.9,158.8,44.6,9.6,6.8,46.6,35.5,29.3,73.5,158
2025-04-23,Rajkot,Gujarat,97.0,145.4,40.5,7.7,14.2,40.6,43.7,30.4,72.6,145
2025-04-30,Rajkot,Gujarat,92.8,139.2,38.7,2.0,19.8,33.8,24.9,31.4,71.6,139
2025-05-07,Rajkot,Gujarat,97.8,146.8,40.8,7.9,8.1,67.1,16.5,32.2,70.4,146
2025-05-14,Rajkot,Gujarat,114.0,171.1,47.9,2.9,16.3,31.0,37.1,33.0,69.0,171
2025-05-21,Rajkot,Gujarat,92.6,138.8,39.3,10.4,14.7,58.3,27.2,33.7,67.5,138
2025-05-28,Rajkot,Gujarat,110.6,165.9,47.7,10.7,14.4,50.1,24.4,34.2,65.8,165
2025-06-04,Rajkot,Gujarat,85.8,128.7,37.8,2.0,12.9,41.6,28.5,34.6,64.1,128
2025-06-11,Rajkot,Gujarat,103.4,155.1,46.8,7.7,19.8,46.3,21.5,34.9,62.4,155
2025-06-18,Rajkot,Gujarat,102.8,154.2,47.9,4.7,15.9,69.0,39.6,35.0,60.6,154
2025-06-25,Rajkot,Gujarat,100.6,150.9,48.6,5.3,15.4,58.1,18.4,35.0,58.8,150
2025-07-02,Rajkot,Gujarat,90.3,135.4,45.4,6.6,12.5,50.4,26.6,34.8,57.0,135
2025-07-09,Rajkot,Gujarat,86.0,129.0,45.2,10.6,11.9,59.4,34.7,34.5,55.2,129
2025-07-16,Rajkot,Gujarat,79.0,118.5,43.6,7.8,9.9,48.3,33.1,34.0,53.6,118
2025-07-23,Rajkot,Gujarat,77.8,116.7,45.3,9.3,14.8,23.9,22.2,33.5,52.0,116
2025-07-30,Rajkot,Gujarat,62.5,93.7,38.6,2.0,15.4,47.6,13.8,32.7,50.5,93
2025-08-06,Rajkot,Gujarat,58.6,87.8,38.4,13.1,16.2,47.7,19.9,31.9,49.2,87
2025-08-13,Rajkot,Gujarat,74.9,112.4,52.4,8.4,8.0,30.9,31.9,31.0,48.0,112
2025-08-20,Rajkot,Gujarat,58.1,87.1,43.5,7.5,15.2,45.6,40.6,30.0,47.0,87
2025-08-27,Rajkot,Gujarat,44.8,67.2,35.9,7.8,11.9,30.5,30.1,28.9,46.2,67
2025-09-03,Rajkot,Gujarat,56.5,84.7,48.5,8.7,17.8,64.1,22.2,27.8,45.6,89
2025-09-10,Rajkot,Gujarat,45.5,68.2,41.9,10.6,6.1,51.6,36.7,26.6,45.2,73
2025-09-17,Rajkot,Gujarat,53.9,80.8,53.0,10.3,13.7,45.7,27.0,25.4,45.0,80
2025-09-24,Rajkot,Gujarat,38.1,57.1,39.9,9.2,15.2,35.6,11.2,24.2,45.0,75
2025-10-01,Rajkot,Gujarat,41.4,62.1,45.9,9.9,12.6,60.3,29.4,23.0,45.3,62
2025-10-08,Rajkot,Gujarat,34.4,51.5,39.9,11.9,11.2,22.3,16.8,21.9,45.8,59
2025-10-15,Rajkot,Gujarat,33.6,50.3,40.5,4.6,18.1,53.3,30.9,20.7,46.4,90
2025-10-22,Rajkot,Gujarat,39.0,58.6,48.3,6.9,6.9,21.6,42.6,19.7,47.3,85
2025-10-29,Rajkot,Gujarat,33.7,50.6,42.1,5.4,20.2,77.8,28.8,18.7,48.3,101
2025-11-05,Rajkot,Gujarat,40.7,61.1,50.7,6.0,15.0,59.9,27.5,17.8,49.6,74
2025-11-12,Rajkot,Gujarat,33.8,50.7,41.4,7.3,8.2,42.1,28.8,17.0,50.9,57
2025-11-19,Rajkot,Gujarat,35.3,53.0,41.9,8.8,16.6,52.0,11.4,16.4,52.4,82
2025-11-26,Rajkot,Gujarat,37.5,56.3,42.6,10.5,14.2,25.3,29.3,15.8,54.0,70
2025-12-03,Rajkot,Gujarat,43.5,65.2,46.9,5.5,13.3,56.2,25.2,15.4,55.7,66
2025-12-10,Rajkot,Gujarat,51.8,77.7,52.6,5.8,14.0,47.0,27.3,15.1,57.5,77
2025-12-17,Rajkot,Gujarat,57.2,85.8,54.4,6.6,9.4,66.2,39.7,15.0,59.3,85
2025-12-24,Rajkot,Gujarat,55.6,83.4,49.5,8.8,19.5,33.7,20.8,15.0,61.1,97
2025-01-01,Surat,Gujarat,54.1,81.2,44.5,10.9,12.5,16.7,34.0,15.2,63.1,81
2025-01-08,Surat,Gujarat,62.4,93.7,47.9,4.9,14.3,39.5,40.5,15.5,64.9,93
2025-01-15,Surat,Gujarat,68.8,103.2,49.3,7.6,5.6,25.6,40.3,16.0,66.5,103
2025-01-22,Surat,Gujarat,72.3,108.5,48.5,5.8,15.6,69.3,26.6,16.6,68.1,108
2025-01-29,Surat,Gujarat,61.7,92.5,38.9,10.3,14.4,68.8,34.8,17.3,69.6,92
2025-02-05,Surat,Gujarat,83.9,125.8,49.9,6.2,18.0,5.2,21.9,18.1,70.9,125
2025-02-12,Surat,Gujarat,91.2,136.8,51.3,9.8,14.9,45.3,32.5,19.1,72.1,136
2025-02-19,Surat,Gujarat,63.0,94.5,33.7,4.9,17.2,16.8,26.3,20.1,73.0,94
2025-02-26,Surat,Gujarat,93.1,139.7,47.5,10.9,9.9,54.4,26.0,21.1,73.8,139
2025-03-05,Surat,Gujarat,91.9,137.9,45.0,6.3,13.0,46.9,30.7,22.3,74.4,137
2025-03-12,Surat,Gujarat,97.0,145.5,45.8,9.9,24.1,25.5,6.2,23.5,74.8,145
2025-03-19,Surat,Gujarat,76.5,114.8,35.0,6.7,12.8,33.8,20.9,24.7,75.0,114
2025-03-26,Surat,Gujarat,119.3,178.9,53.0,9.3,14.7,5.0,24.6,25.9,74.9,178
2025-04-02,Surat,Gujarat,112.5,168.7,48.9,10.1,11.1,57.3,24.3,27.1,74.7,168
2025-04-09,Surat,Gujarat,95.9,143.8,40.9,5.6,7.7,5.0,31.4,28.2,74.2,143
2025-04-16,Surat,Gujarat,103.3,154.9,43.5,10.2,19.6,33.2,29.0,29.3,73.5,154
2025-04-23,Surat,Gujarat,113.4,170.0,47.4,8.7,7.5,50.2,29.7,30.4,72.6,170
2025-04-30,Surat,Gujarat,119.6,179.5,49.9,10.4,9.2,39.7,28.2,31.4,71.6,179
2025-05-07,Surat,Gujarat,111.1,166.6,46.3,10.4,10.3,35.5,46.4,32.2,70.4,166
2025-05-14,Surat,Gujarat,107.2,160.9,45.0,6.1,16.4,49.4,12.7,33.0,69.0,160
2025-05-21,Surat,Gujarat,102.0,152.9,43.3,5.7,5.3,59.4,42.8,33.7,67.5,152
2025-05-28,Surat,Gujarat,106.7,160.1,46.1,8.3,20.5,22.3,24.4,34.2,65.8,160
2025-06-04,Surat,Gujarat,104.1,156.1,45.9,6.1,3.1,51.4,35.3,34.6,64.1,156
2025-06-11,Surat,Gujarat,98.0,147.0,44.3,4.5,16.2,55.7,25.7,34.9,62.4,146
2025-06-18,Surat,Gujarat,100.8,151.3,47.0,7.1,8.9,64.0,23.8,35.0,60.6,151
2025-06-25,Surat,Gujarat,86.6,129.9,41.8,4.2,12.1,52.6,26.4,35.0,58.8,129
2025-07-02,Surat,Gujarat,87.0,130.4,43.7,5.4,21.1,5.0,37.9,34.8,57.0,130
2025-07-09,Surat,Gujarat,76.4,114.6,40.2,11.5,10.9,21.0,33.0,34.5,55.2,114
2025-07-16,Surat,Gujarat,84.0,126.0,46.4,4.3,17.6,69.2,17.6,34.0,53.6,126
2025-07-23,Surat,Gujarat,74.0,111.0,43.1,7.4,12.4,37.4,36.6,33.5,52.0,111
2025-07-30,Surat,Gujarat,66.5,99.7,41.0,6.4,13.8,52.4,24.6,32.7,50.5,99
2025-08-06,Surat,Gujarat,68.9,103.3,45.2,5.9,14.7,94.4,16.4,31.9,49.2,103
2025-08-13,Surat,Gujarat,63.9,95.8,44.7,11.7,14.0,54.1,31.4,31.0,48.0,95
2025-08-20,Surat,Gujarat,62.2,93.2,46.5,9.0,8.7,43.3,36.2,30.0,47.0,93
2025-08-27,Surat,Gujarat,38.4,57.6,30.8,6.0,18.7,32.0,25.8,28.9,46.2,93
2025-09-03,Surat,Gujarat,57.9,86.9,49.8,8.6,8.1,12.5,48.8,27.8,45.6,97
2025-09-10,Surat,Gujarat,53.0,79.5,48.8,6.6,6.7,36.5,24.6,26.6,45.2,79
2025-09-17,Surat,Gujarat,49.9,74.8,49.1,7.0,20.2,22.7,25.3,25.4,45.0,100
2025-09-24,Surat,Gujarat,44.0,66.0,46.1,5.6,16.1,72.4,47.9,24.2,45.0,95
2025-10-01,Surat,Gujarat,31.2,46.9,34.6,9.2,7.4,48.0,39.4,23.0,45.3,78
2025-10-08,Surat,Gujarat,32.3,48.5,37.6,4.3,9.0,79.3,32.0,21.9,45.8,64
2025-10-15,Surat,Gujarat,44.9,67.4,54.2,5.1,2.0,59.7,19.9,20.7,46.4,67
2025-10-22,Surat,Gujarat,39.6,59.4,48.9,7.7,7.6,47.6,40.0,19.7,47.3,80
2025-10-29,Surat,Gujarat,37.1,55.6,46.3,4.8,9.6,24.1,9.1,18.7,48.3,55
2025-11-05,Surat,Gujarat,31.6,47.4,39.4,10.8,12.0,31.0,17.9,17.8,49.6,60
2025-11-12,Surat,Gujarat,39.3,59.0,48.1,4.5,15.0,46.2,23.6,17.0,50.9,74
2025-11-19,Surat,Gujarat,39.4,59.1,46.7,7.3,8.6,30.2,21.8,16.4,52.4,59
2025-11-26,Surat,Gujarat,41.2,61.8,46.8,10.4,18.9,36.6,15.3,15.8,54.0,94
2025-12-03,Surat,Gujarat,39.1,58.6,42.1,9.3,18.4,46.4,51.3,15.4,55.7,102
2025-12-10,Surat,Gujarat,45.7,68.6,46.4,5.7,13.8,43.4,7.5,15.1,57.5,69
2025-12-17,Surat,Gujarat,49.6,74.4,47.2,10.6,14.2,43.8,50.1,15.0,59.3,100
2025-12-24,Surat,Gujarat,56.1,84.2,49.9,7.3,5.9,51.4,47.1,15.0,61.1,94
2025-01-01,Vadodara,Gujarat,56.1,84.2,46.1,11.1,15.3,28.2,25.1,15.2,63.1,84
2025-01-08,Vadodara,Gujarat,65.8,98.7,50.4,4.7,7.8,40.8,37.7,15.5,64.9,98
2025-01-15,Vadodara,Gujarat,69.0,103.5,49.5,9.3,12.4,27.2,20.3,16.0,66.5,103
2025-01-22,Vadodara,Gujarat,62.7,94.0,42.1,7.4,10.4,22.9,44.6,16.6,68.1,93
2025-01-29,Vadodara,Gujarat,62.6,93.9,39.5,10.3,16.4,40.0,33.0,17.3,69.6,93
2025-02-05,Vadodara,Gujarat,78.6,117.9,46.7,2.0,8.9,36.7,13.3,18.1,70.9,117
2025-02-12,Vadodara,Gujarat,83.2,124.7,46.8,8.7,7.7,76.5,5.3,19.1,72.1,124
2025-02-19,Vadodara,Gujarat,83.2,124.9,44.5,10.5,13.0,57.9,25.3,20.1,73.0,124
2025-02-26,Vadodara,Gujarat,95.7,143.6,48.9,8.0,9.0,52.5,8.0,21.1,73.8,143
2025-03-05,Vadodara,Gujarat,81.9,122.9,40.1,6.6,24.8,46.4,32.1,22.3,74.4,124
2025-03-12,Vadodara,Gujarat,81.2,121.8,38.3,3.4,6.1,38.0,45.7,23.5,74.8,121
2025-03-19,Vadodara,Gujarat,104.0,156.0,47.5,9.6,20.3,54.7,45.6,24.7,75.0,155
2025-03-26,Vadodara,Gujarat,103.9,155.8,46.2,5.1,4.3,44.0,36.2,25.9,74.9,155
2025-04-02,Vadodara,Gujarat,109.0,163.4,47.4,11.2,9.8,43.5,26.7,27.1,74.7,163
