date,city,pm25,pm10,no2,nh3,so2,co,o3,temperature,humidity,aqi
2025-03-26,Bilaspur,122.1,183.1,54.3,5.3,10.8,46.9,33.0,25.9,74.9,183
2025-04-02,Bilaspur,117.7,176.5,51.2,8.5,15.4,31.2,35.9,27.1,74.7,176
2025-04-09,Bilaspur,108.8,163.2,46.4,7.1,8.3,23.7,35.9,28.2,74.2,163
2025-04-16,Bilaspur,125.3,188.0,52.8,6.3,9.7,49.5,41.7,29.3,73.5,187
2025-04-23,Bilaspur,107.0,160.5,44.7,5.8,15.6,60.7,30.2,30.4,72.6,160
2025-04-30,Bilaspur,122.2,183.3,50.9,5.9,20.9,36.4,26.7,31.4,71.6,183
2025-05-07,Bilaspur,117.1,175.6,48.9,4.1,12.8,49.8,23.3,32.2,70.4,175
2025-05-14,Bilaspur,97.8,146.7,41.1,2.8,15.5,14.1,29.1,33.0,69.0,146
2025-05-21,Bilaspur,120.6,181.0,51.2,6.6,14.0,53.6,26.5,33.7,67.5,180
2025-05-28,Bilaspur,101.8,152.7,44.0,5.3,19.2,51.6,23.9,34.2,65.8,152
2025-06-04,Bilaspur,127.4,191.1,56.2,4.6,18.8,47.3,15.8,34.6,64.1,191
2025-06-11,Bilaspur,105.5,158.2,47.7,7.9,8.8,23.3,25.9,34.9,62.4,158
2025-06-18,Bilaspur,94.5,141.7,44.1,13.0,16.3,43.5,34.7,35.0,60.6,141
2025-06-25,Bilaspur,123.2,184.8,59.5,6.2,8.1,39.6,31.0,35.0,58.8,184
2025-07-02,Bilaspur,97.6,146.4,49.1,11.2,16.5,39.2,42.7,34.8,57.0,146
2025-07-09,Bilaspur,108.6,162.9,57.1,7.6,22.9,41.1,15.0,34.5,55.2,162
2025-07-16,Bilaspur,96.6,144.9,53.3,6.3,17.0,28.7,23.0,34.0,53.6,144
2025-07-23,Bilaspur,79.5,119.2,46.3,8.0,15.7,46.2,19.4,33.5,52.0,119
2025-07-30,Bilaspur,64.7,97.0,39.9,8.3,22.9,35.0,37.2,32.7,50.5,114
2025-08-06,Bilaspur,83.4,125.1,54.7,12.0,20.7,60.7,16.6,31.9,49.2,125
2025-08-13,Bilaspur,65.5,98.3,45.8,10.3,20.4,61.2,15.5,31.0,48.0,101
2025-08-20,Bilaspur,63.7,95.5,47.7,8.4,15.1,61.7,12.4,30.0,47.0,95
2025-08-27,Bilaspur,74.6,111.9,59.8,3.6,22.5,46.4,21.0,28.9,46.2,112
2025-09-03,Bilaspur,53.3,80.0,45.8,2.0,21.9,43.4,12.0,27.8,45.6,109
2025-09-10,Bilaspur,55.4,83.1,51.0,8.6,5.9,19.0,12.5,26.6,45.2,83
2025-09-17,Bilaspur,44.1,66.1,43.4,7.4,19.1,68.8,31.2,25.4,45.0,95
2025-09-24,Bilaspur,47.5,71.3,49.8,8.2,13.7,59.3,7.0,24.2,45.0,71
2025-10-01,Bilaspur,47.7,71.5,52.8,7.1,16.0,50.9,22.2,23.0,45.3,79
2025-10-08,Bilaspur,48.5,72.8,56.4,9.4,25.8,19.5,27.6,21.9,45.8,129
2025-10-15,Bilaspur,36.7,55.1,44.3,10.6,12.0,30.4,27.6,20.7,46.4,60
2025-10-22,Bilaspur,41.3,62.0,51.1,8.9,23.1,68.0,14.2,19.7,47.3,115
2025-10-29,Bilaspur,40.5,60.7,50.6,7.9,16.4,28.3,30.9,18.7,48.3,82
2025-11-05,Bilaspur,43.6,65.4,54.3,6.8,18.1,58.2,6.1,17.8,49.6,90
2025-11-12,Bilaspur,38.1,57.2,46.6,8.7,4.6,46.2,35.3,17.0,50.9,70
2025-11-19,Bilaspur,48.2,72.4,57.2,10.6,15.2,74.1,23.0,16.4,52.4,75
2025-11-26,Bilaspur,43.0,64.4,48.8,7.0,8.9,45.9,26.3,15.8,54.0,64
2025-12-03,Bilaspur,42.7,64.1,46.1,8.2,12.5,89.6,18.8,15.4,55.7,64
2025-12-10,Bilaspur,42.9,64.3,43.6,2.2,12.2,71.5,21.8,15.1,57.5,64
2025-12-17,Bilaspur,53.3,79.9,50.7,3.8,19.3,38.5,27.4,15.0,59.3,96
2025-12-24,Bilaspur,63.5,95.3,56.5,6.3,10.3,41.7,23.1,15.0,61.1,95
2025-01-01,Chandigarh,78.0,117.0,64.1,6.9,21.9,40.7,15.6,12.2,63.1,117
2025-01-08,Chandigarh,64.8,97.2,49.7,8.4,21.2,98.6,32.1,12.5,64.9,106
2025-01-15,Chandigarh,85.6,128.4,61.3,9.0,19.3,69.3,27.1,13.0,66.5,128
2025-01-22,Chandigarh,80.4,120.6,53.9,12.7,11.4,32.4,30.4,13.6,68.1,120
2025-01-29,Chandigarh,75.5,113.2,47.6,12.8,18.4,65.6,24.7,14.3,69.6,113
2025-02-05,Chandigarh,94.3,141.4,56.0,2.0,17.3,52.8,32.9,15.1,70.9,141
2025-02-12,Chandigarh,101.1,151.6,56.9,4.8,18.6,37.9,21.0,16.1,72.1,151
2025-02-19,Chandigarh,88.8,133.2,47.5,9.9,8.9,58.8,28.1,17.1,73.0,133
2025-02-26,Chandigarh,109.4,164.1,55.9,3.3,15.3,59.9,16.7,18.1,73.8,164
2025-03-05,Chandigarh,98.4,147.5,48.2,5.5,7.7,84.5,32.5,19.3,74.4,147
2025-03-12,Chandigarh,109.3,163.9,51.6,6.3,10.6,89.3,39.7,20.5,74.8,163
2025-03-19,Chandigarh,136.6,204.9,62.4,13.4,12.9,48.9,20.7,21.7,75.0,204
2025-03-26,Chandigarh,106.5,159.8,47.3,9.0,23.7,11.7,5.0,22.9,74.9,159
2025-04-02,Chandigarh,111.6,167.5,48.5,11.9,12.7,66.7,18.4,24.1,74.7,167
2025-04-09,Chandigarh,121.7,182.6,52.0,6.1,19.9,44.9,29.2,25.2,74.2,182
2025-04-16,Chandigarh,113.6,170.4,47.9,12.2,16.3,58.9,5.0,26.3,73.5,170
2025-04-23,Chandigarh,113.8,170.7,47.6,7.9,20.0,51.6,27.6,27.4,72.6,170
2025-04-30,Chandigarh,131.5,197.3,54.8,6.1,21.5,74.3,24.1,28.4,71.6,197
2025-05-07,Chandigarh,108.6,162.9,45.3,5.0,21.2,70.8,11.3,29.2,70.4,162
2025-05-14,Chandigarh,141.3,212.0,59.4,11.5,18.2,55.7,32.5,30.0,69.0,212
2025-05-21,Chandigarh,136.3,204.5,57.9,10.2,20.9,59.4,14.2,30.7,67.5,204
2025-05-28,Chandigarh,109.3,164.0,47.2,8.7,15.3,49.2,18.6,31.2,65.8,163
2025-06-04,Chandigarh,125.5,188.2,55.3,4.1,23.5,33.9,24.1,31.6,64.1,188
2025-06-11,Chandigarh,128.3,192.4,58.0,7.0,14.1,95.8,5.0,31.9,62.4,192
2025-06-18,Chandigarh,119.1,178.7,55.5,13.2,21.1,58.6,20.7,32.0,60.6,178
2025-06-25,Chandigarh,102.5,153.8,49.5,5.0,17.4,88.9,8.6,32.0,58.8,153
2025-07-02,Chandigarh,102.1,153.2,51.4,4.3,14.8,57.5,27.9,31.8,57.0,153
2025-07-09,Chandigarh,90.1,135.1,47.3,16.8,17.8,54.8,22.6,31.5,55.2,135
2025-07-16,Chandigarh,82.2,123.3,45.4,11.5,25.8,76.4,39.6,31.0,53.6,129
2025-07-23,Chandigarh,95.1,142.7,55.4,10.0,17.6,74.0,29.4,30.5,52.0,142
2025-07-30,Chandigarh,97.6,146.3,60.2,2.0,17.6,64.5,10.0,29.7,50.5,146
2025-08-06,Chandigarh,73.4,110.2,48.2,14.2,14.8,62.7,29.0,28.9,49.2,110
2025-08-13,Chandigarh,70.8,106.2,49.5,7.6,11.1,22.7,26.2,28.0,48.0,106
2025-08-20,Chandigarh,76.6,114.9,57.3,8.3,18.4,64.4,14.6,27.0,47.0,114
2025-08-27,Chandigarh,63.5,95.3,50.9,9.3,12.4,10.7,17.7,25.9,46.2,95
2025-09-03,Chandigarh,65.8,98.6,56.5,11.1,13.0,58.9,6.2,24.8,45.6,98
2025-09-10,Chandigarh,48.3,72.5,44.5,6.7,16.9,35.3,28.3,23.6,45.2,84
2025-09-17,Chandigarh,58.3,87.4,57.4,5.1,11.9,59.5,26.9,22.4,45.0,87
2025-09-24,Chandigarh,54.7,82.1,57.3,6.9,16.8,95.6,20.2,21.2,45.0,83
2025-10-01,Chandigarh,47.2,70.7,52.3,6.3,18.6,5.0,28.8,20.0,45.3,92
2025-10-08,Chandigarh,46.7,70.0,54.2,11.7,15.3,49.9,32.5,18.9,45.8,76
2025-10-15,Chandigarh,46.1,69.2,55.6,6.9,22.9,50.4,17.2,17.7,46.4,114
2025-10-22,Chandigarh,43.7,65.6,54.0,5.7,23.6,50.9,12.2,16.7,47.3,117
2025-10-29,Chandigarh,47.8,71.7,59.8,8.1,11.6,60.5,35.2,15.7,48.3,71
2025-11-05,Chandigarh,48.0,72.0,59.7,9.5,10.1,43.1,31.2,14.8,49.6,71
2025-11-12,Chandigarh,53.7,80.6,65.7,11.7,18.2,31.2,27.0,14.0,50.9,91
2025-11-19,Chandigarh,46.7,70.0,55.3,9.7,16.9,64.6,19.5,13.4,52.4,84
2025-11-26,Chandigarh,55.2,82.8,62.7,9.1,21.1,70.4,32.0,12.8,54.0,105
2025-12-03,Chandigarh,60.6,90.9,65.3,6.7,17.2,56.4,13.7,12.4,55.7,90
2025-12-10,Chandigarh,61.3,92.0,62.3,10.8,16.3,69.2,8.4,12.1,57.5,91
2025-12-17,Chandigarh,58.8,88.2,56.0,7.2,19.0,62.5,13.6,12.0,59.3,95
2025-12-24,Chandigarh,54.0,81.0,48.0,2.6,25.1,42.8,22.3,12.0,61.1,125
2025-01-01,Chennai,37.1,55.6,30.5,9.4,13.6,25.1,38.4,20.2,63.1,76
2025-01-08,Chennai,49.7,74.5,38.1,9.5,7.8,48.5,50.9,20.5,64.9,101
2025-01-15,Chennai,55.0,82.5,39.4,5.1,2.5,20.5,38.4,21.0,66.5,82
2025-01-22,Chennai,64.0,96.1,43.0,6.9,13.3,62.8,28.5,21.6,68.1,96
2025-01-29,Chennai,57.2,85.7,36.0,8.6,9.4,50.3,29.1,22.3,69.6,85
2025-02-05,Chennai,76.4,114.5,45.4,3.6,14.8,16.3,33.2,23.1,70.9,114
2025-02-12,Chennai,76.1,114.1,42.8,8.3,9.0,24.9,39.5,24.1,72.1,114
2025-02-19,Chennai,95.7,143.6,51.2,4.6,11.5,46.5,31.7,25.1,73.0,143
2025-02-26,Chennai,83.4,125.1,42.6,6.7,11.6,59.1,35.5,26.1,73.8,125
2025-03-05,Chennai,90.5,135.8,44.3,7.9,16.3,43.0,12.3,27.3,74.4,135
2025-03-12,Chennai,75.0,112.5,35.4,6.7,17.3,44.6,25.2,28.5,74.8,112
2025-03-19,Chennai,97.9,146.8,44.7,9.2,11.4,22.4,43.0,29.7,75.0,146
2025-03-26,Chennai,99.0,148.5,44.0,4.9,11.7,43.8,31.3,30.9,74.9,148
2025-04-02,Chennai,89.4,134.0,38.8,4.6,7.8,44.0,20.3,32.1,74.7,134
2025-04-09,Chennai,85.3,127.9,36.4,5.5,10.3,43.6,36.4,33.2,74.2,127
2025-04-16,Chennai,89.3,133.9,37.6,6.8,20.9,23.0,39.8,34.3,73.5,133
2025-04-23,Chennai,80.8,121.2,33.8,4.4,10.6,62.7,25.1,35.4,72.6,121
2025-04-30,Chennai,101.1,151.6,42.1,4.1,14.6,33.6,45.8,36.4,71.6,151
2025-05-07,Chennai,105.1,157.6,43.9,5.0,15.1,33.2,36.5,37.2,70.4,157
2025-05-14,Chennai,88.2,132.2,37.0,3.4,19.8,22.9,39.1,38.0,69.0,132
2025-05-21,Chennai,108.5,162.8,46.1,6.3,8.1,64.3,36.4,38.7,67.5,162
2025-05-28,Chennai,91.1,136.7,39.3,3.2,9.2,37.7,30.3,39.2,65.8,136
2025-06-04,Chennai,83.3,125.0,36.7,5.1,12.1,50.5,45.5,39.6,64.1,125
2025-06-11,Chennai,91.9,137.8,41.5,6.7,10.3,35.2,34.3,39.9,62.4,137
2025-06-18,Chennai,87.2,130.7,40.6,8.1,11.9,17.5,23.1,40.0,60.6,130
2025-06-25,Chennai,79.9,119.8,38.6,6.6,11.0,42.6,5.0,40.0,58.8,119
2025-07-02,Chennai,80.6,120.9,40.5,11.8,10.7,50.2,29.2,39.8,57.0,120
2025-07-09,Chennai,79.7,119.6,41.9,6.3,21.0,49.1,45.4,39.5,55.2,119
2025-07-16,Chennai,71.8,107.6,39.6,5.6,13.4,35.3,29.6,39.0,53.6,107
2025-07-23,Chennai,68.9,103.3,40.1,9.8,18.1,43.6,22.9,38.5,52.0,103
2025-07-30,Chennai,73.8,110.7,45.5,10.2,15.7,57.2,33.3,37.7,50.5,110
2025-08-06,Chennai,65.4,98.1,42.9,7.6,5.9,66.3,13.4,36.9,49.2,98
2025-08-13,Chennai,70.8,106.2,49.6,7.6,9.0,52.3,53.6,36.0,48.0,107
2025-08-20,Chennai,55.7,83.6,41.7,6.6,12.2,29.4,5.0,35.0,47.0,83
2025-08-27,Chennai,56.1,84.2,45.0,8.7,17.9,40.9,48.4,33.9,46.2,96
2025-09-03,Chennai,43.5,65.2,37.4,6.1,15.9,25.6,39.4,32.8,45.6,79
2025-09-10,Chennai,43.0,64.5,39.6,7.8,18.0,56.0,36.2,31.6,45.2,90
2025-09-17,Chennai,38.7,58.1,38.1,8.1,8.1,59.1,32.1,30.4,45.0,64
2025-09-24,Chennai,42.2,63.3,44.2,6.3,12.1,36.8,21.7,29.2,45.0,63
2025-10-01,Chennai,35.5,53.2,39.3,5.7,16.8,35.0,29.7,28.0,45.3,84
2025-10-08,Chennai,36.8,55.2,42.8,5.9,19.6,52.1,46.9,26.9,45.8,97
2025-10-15,Chennai,34.9,52.4,42.1,7.8,15.9,34.8,42.6,25.7,46.4,85
2025-10-22,Chennai,34.1,51.1,42.1,7.7,12.9,34.0,34.3,24.7,47.3,68
2025-10-29,Chennai,31.6,47.4,39.5,9.5,8.9,43.1,31.7,23.7,48.3,63
2025-11-05,Chennai,33.6,50.4,41.8,6.5,8.3,8.6,45.1,22.8,49.6,90
2025-11-12,Chennai,34.7,52.0,42.4,6.3,6.0,42.6,34.9,22.0,50.9,69
2025-11-19,Chennai,36.4,54.6,43.1,9.4,7.4,32.5,50.0,21.4,52.4,100
2025-11-26,Chennai,38.4,57.6,43.6,8.1,8.8,39.7,32.7,20.8,54.0,65
2025-12-03,Chennai,34.3,51.5,37.0,6.1,7.9,33.7,37.1,20.4,55.7,74
2025-12-10,Chennai,39.6,59.4,40.3,7.3,13.1,30.7,47.6,20.1,57.5,95
2025-12-17,Chennai,39.0,58.6,37.2,4.3,4.9,38.1,47.1,20.0,59.3,94
2025-12-24,Chennai,49.3,73.9,43.8,3.2,10.8,22.6,59.1,20.0,61.1,118
2025-01-01,Coimbatore,45.8,68.6,37.6,4.3,8.6,35.4,18.8,20.2,63.1,68
2025-01-08,Coimbatore,48.3,72.4,37.0,8.3,8.7,44.4,25.2,20.5,64.9,72
2025-01-15,Coimbatore,61.6,92.4,44.1,5.1,7.5,34.0,19.0,21.0,66.5,92
2025-01-22,Coimbatore,64.5,96.8,43.3,6.6,11.5,36.8,29.6,21.6,68.1,96
2025-01-29,Coimbatore,58.6,87.9,36.9,9.6,14.3,29.5,5.0,22.3,69.6,87
2025-02-05,Coimbatore,69.0,103.6,41.0,6.0,17.0,7.8,41.2,23.1,70.9,103
2025-02-12,Coimbatore,84.4,126.6,47.5,3.3,8.0,61.8,5.0,24.1,72.1,126
2025-02-19,Coimbatore,83.7,125.6,44.8,2.7,10.4,37.0,22.4,25.1,73.0,125
2025-02-26,Coimbatore,81.9,122.9,41.8,9.7,21.2,11.4,26.9,26.1,73.8,122
2025-03-05,Coimbatore,70.3,105.5,34.5,6.1,10.1,50.7,37.2,27.3,74.4,105
2025-03-12,Coimbatore,83.3,125.0,39.3,6.5,19.4,74.5,17.7,28.5,74.8,125
2025-03-19,Coimbatore,97.6,146.3,44.6,6.2,17.0,36.9,22.1,29.7,75.0,146
2025-03-26,Coimbatore,89.8,134.7,39.9,8.1,12.6,24.4,23.0,30.9,74.9,134
2025-04-02,Coimbatore,81.1,121.6,35.2,6.5,16.2,61.2,38.4,32.1,74.7,121
2025-04-09,Coimbatore,94.5,141.8,40.4,7.9,11.1,45.5,25.6,33.2,74.2,141
2025-04-16,Coimbatore,99.6,149.4,42.0,10.1,21.0,37.7,18.9,34.3,73.5,149
2025-04-23,Coimbatore,98.3,147.4,41.1,8.8,8.2,52.6,36.9,35.4,72.6,147
2025-04-30,Coimbatore,93.7,140.5,39.0,7.1,12.7,36.3,40.1,36.4,71.6,140
2025-05-07,Coimbatore,96.8,145.2,40.4,8.2,14.8,36.6,15.3,37.2,70.4,145
2025-05-14,Coimbatore,81.9,122.8,34.4,8.0,13.1,33.4,19.0,38.0,69.0,122
2025-05-21,Coimbatore,101.3,151.9,43.0,5.0,17.4,37.3,20.8,38.7,67.5,151
2025-05-28,Coimbatore,95.6,143.5,41.3,7.9,9.2,22.4,27.1,39.2,65.8,143
2025-06-04,Coimbatore,108.1,162.1,47.6,6.0,6.1,38.2,51.3,39.6,64.1,162
2025-06-11,Coimbatore,86.8,130.2,39.3,10.1,8.8,38.9,25.7,39.9,62.4,130
2025-06-18,Coimbatore,86.8,130.1,40.5,9.3,5.3,41.6,41.5,40.0,60.6,130
2025-06-25,Coimbatore,86.8,130.3,42.0,9.1,7.3,29.9,23.2,40.0,58.8,130
2025-07-02,Coimbatore,80.4,120.6,40.4,4.4,10.2,65.5,24.6,39.8,57.0,120
2025-07-09,Coimbatore,67.4,101.0,35.4,3.8,9.2,51.5,26.4,39.5,55.2,101
2025-07-16,Coimbatore,70.7,106.0,39.0,8.2,13.8,9.8,22.9,39.0,53.6,106
2025-07-23,Coimbatore,68.8,103.2,40.1,2.9,12.6,26.3,33.3,38.5,52.0,103
2025-07-30,Coimbatore,62.4,93.6,38.5,3.9,10.9,54.7,31.3,37.7,50.5,93
2025-08-06,Coimbatore,64.5,96.8,42.3,7.1,12.7,42.7,22.1,36.9,49.2,96
2025-08-13,Coimbatore,51.5,77.3,36.1,5.1,20.5,46.2,47.4,36.0,48.0,102
2025-08-20,Coimbatore,49.5,74.3,37.1,5.9,8.4,17.1,18.0,35.0,47.0,74
2025-08-27,Coimbatore,49.8,74.7,39.9,5.9,6.1,49.8,15.8,33.9,46.2,74
2025-09-03,Coimbatore,42.7,64.0,36.7,7.3,14.9,47.2,55.1,32.8,45.6,110
2025-09-10,Coimbatore,42.9,64.3,39.5,8.1,22.8,61.9,12.8,31.6,45.2,113
2025-09-17,Coimbatore,39.8,59.7,39.2,6.4,12.7,60.4,24.8,30.4,45.0,63
2025-09-24,Coimbatore,36.4,54.5,38.1,9.9,5.9,53.4,35.7,29.2,45.0,71
2025-10-01,Coimbatore,32.8,49.2,36.3,6.9,11.2,29.9,13.7,28.0,45.3,56
2025-10-08,Coimbatore,39.9,59.9,46.4,5.1,10.4,63.9,47.6,26.9,45.8,95
2025-10-15,Coimbatore,29.1,43.7,35.1,5.1,14.2,33.7,22.9,25.7,46.4,70
2025-10-22,Coimbatore,27.6,41.3,34.1,6.9,14.3,46.9,33.0,24.7,47.3,71
2025-10-29,Coimbatore,36.6,54.9,45.7,9.2,13.1,35.7,17.3,23.7,48.3,65
2025-11-05,Coimbatore,38.9,58.3,48.4,8.3,21.2,19.1,15.2,22.8,49.6,105
2025-11-12,Coimbatore,27.4,41.2,33.6,3.2,16.7,42.1,44.2,22.0,50.9,88
2025-11-19,Coimbatore,28.6,42.9,33.9,2.1,12.1,29.1,13.6,21.4,52.4,60
2025-11-26,Coimbatore,33.9,50.9,38.5,7.0,17.9,54.7,39.5,20.8,54.0,89
2025-12-03,Coimbatore,31.2,46.8,33.6,10.4,16.5,28.0,25.5,20.4,55.7,82
2025-12-10,Coimbatore,39.4,59.1,40.0,8.5,8.1,78.2,32.1,20.1,57.5,64
2025-12-17,Coimbatore,47.0,70.5,44.8,3.8,6.3,31.9,39.2,20.0,59.3,78
2025-12-24,Coimbatore,40.1,60.1,35.6,8.2,6.2,59.2,20.9,20.0,61.1,60
2025-01-01,Delhi,90.8,136.2,74.6,15.9,22.9,25.7,5.0,15.2,63.1,136
2025-01-08,Delhi,82.4,123.6,63.2,13.8,29.7,36.2,5.6,15.5,64.9,148
2025-01-15,Delhi,107.1,160.7,76.8,11.1,20.5,67.9,12.1,16.0,66.5,160
2025-01-22,Delhi,90.3,135.4,60.6,11.6,16.2,85.7,17.7,16.6,68.1,135
2025-01-29,Delhi,96.8,145.1,61.0,14.0,16.0,55.7,7.4,17.3,69.6,145
2025-02-05,Delhi,117.3,175.9,69.7,10.3,5.9,15.1,20.4,18.1,70.9,175
2025-02-12,Delhi,114.2,171.3,64.3,15.2,13.4,77.5,19.2,19.1,72.1,171
2025-02-19,Delhi,111.2,166.8,59.5,11.2,20.7,82.4,15.9,20.1,73.0,166
2025-02-26,Delhi,128.0,192.0,65.4,11.8,17.6,78.7,14.3,21.1,73.8,191
2025-03-05,Delhi,154.5,231.7,75.7,9.0,16.1,82.1,14.3,22.3,74.4,231
2025-03-12,Delhi,144.0,216.1,68.0,12.2,18.3,30.1,16.8,23.5,74.8,216
2025-03-19,Delhi,166.7,250.1,76.2,8.9,12.9,32.8,28.4,24.7,75.0,250
2025-03-26,Delhi,151.0,226.5,67.1,14.8,15.9,32.8,24.7,25.9,74.9,226
2025-04-02,Delhi,153.6,230.4,66.8,8.3,23.8,96.8,19.5,27.1,74.7,230
2025-04-09,Delhi,171.8,257.7,73.4,11.9,27.4,82.5,35.5,28.2,74.2,257
2025-04-16,Delhi,150.6,225.9,63.5,7.8,21.3,86.8,11.3,29.3,73.5,225
2025-04-23,Delhi,162.7,244.0,68.0,9.6,24.3,43.0,29.0,30.4,72.6,244
2025-04-30,Delhi,170.4,255.6,71.0,10.5,13.9,82.3,29.0,31.4,71.6,255
2025-05-07,Delhi,149.6,224.5,62.5,12.4,13.4,52.3,28.9,32.2,70.4,224
2025-05-14,Delhi,187.9,281.9,78.9,17.6,17.4,48.4,27.3,33.0,69.0,281
2025-05-21,Delhi,133.6,200.4,56.8,11.5,21.3,92.8,5.1,33.7,67.5,200
2025-05-28,Delhi,176.0,264.0,76.0,10.4,19.1,120.6,29.8,34.2,65.8,264
2025-06-04,Delhi,150.1,225.1,66.2,19.9,15.8,66.7,18.6,34.6,64.1,225
2025-06-11,Delhi,130.3,195.4,58.9,10.7,19.1,57.3,24.6,34.9,62.4,195
2025-06-18,Delhi,142.4,213.5,66.4,13.5,23.3,93.4,13.9,35.0,60.6,213
2025-06-25,Delhi,132.6,199.0,64.1,12.3,27.0,71.5,19.1,35.0,58.8,198
2025-07-02,Delhi,107.2,160.8,53.9,12.2,12.4,114.2,17.7,34.8,57.0,160
2025-07-09,Delhi,145.7,218.6,76.6,12.0,17.7,67.3,33.1,34.5,55.2,218
2025-07-16,Delhi,124.2,186.4,68.6,13.4,21.1,88.5,24.3,34.0,53.6,186
2025-07-23,Delhi,123.6,185.4,72.0,7.6,14.1,137.1,20.7,33.5,52.0,185
2025-07-30,Delhi,117.2,175.8,72.3,11.5,26.6,40.8,7.3,32.7,50.5,175
2025-08-06,Delhi,104.3,156.5,68.4,11.4,21.3,46.4,25.1,31.9,49.2,156
2025-08-13,Delhi,91.2,136.8,63.8,15.0,15.1,74.8,22.7,31.0,48.0,136
2025-08-20,Delhi,92.1,138.1,68.9,6.9,25.5,41.6,16.0,30.0,47.0,138
2025-08-27,Delhi,82.7,124.1,66.3,11.8,35.9,55.2,39.3,28.9,46.2,179
2025-09-03,Delhi,80.0,120.0,68.8,5.5,18.0,58.5,5.0,27.8,45.6,120
2025-09-10,Delhi,72.9,109.4,67.1,7.8,13.0,73.8,15.5,26.6,45.2,109
2025-09-17,Delhi,74.0,111.0,72.8,2.0,19.9,80.6,14.4,25.4,45.0,111
2025-09-24,Delhi,62.8,94.2,65.8,18.2,25.3,88.1,16.6,24.2,45.0,126
2025-10-01,Delhi,51.2,76.8,56.7,10.9,37.2,74.4,24.2,23.0,45.3,186
2025-10-08,Delhi,56.9,85.4,66.2,6.7,25.3,42.5,19.4,21.9,45.8,126
2025-10-15,Delhi,43.0,64.5,51.8,12.8,13.8,74.8,37.0,20.7,46.4,73
2025-10-22,Delhi,50.7,76.0,62.6,17.0,22.7,78.1,24.8,19.7,47.3,113
2025-10-29,Delhi,45.8,68.6,57.2,2.0,21.9,73.2,19.4,18.7,48.3,109
2025-11-05,Delhi,43.8,65.7,54.6,9.2,20.6,54.8,24.1,17.8,49.6,102
2025-11-12,Delhi,51.7,77.5,63.2,12.3,20.9,65.4,22.8,17.0,50.9,104
2025-11-19,Delhi,61.3,92.0,72.7,5.1,18.3,5.0,15.6,16.4,52.4,92
2025-11-26,Delhi,49.5,74.2,56.2,2.4,24.1,104.0,22.8,15.8,54.0,120
2025-12-03,Delhi,56.9,85.4,61.4,5.1,2.0,55.4,18.6,15.4,55.7,85
2025-12-10,Delhi,57.7,86.5,58.6,2.0,18.3,65.6,19.1,15.1,57.5,91
2025-12-17,Delhi,68.7,103.0,65.4,12.2,11.5,49.3,27.7,15.0,59.3,103
2025-12-24,Delhi,69.1,103.6,61.5,10.3,22.7,87.1,25.5,15.0,61.1,113
2025-01-01,Ernakulam,40.4,60.6,33.2,6.1,9.6,30.4,25.1,18.2,73.1,60
2025-01-08,Ernakulam,49.8,74.7,38.2,4.5,7.7,35.2,51.0,18.5,74.9,102
2025-01-15,Ernakulam,47.4,71.1,34.0,5.6,10.9,51.6,44.4,19.0,76.5,88
2025-01-22,Ernakulam,48.6,72.8,32.6,5.6,13.4,38.0,51.2,19.6,78.1,102
2025-01-29,Ernakulam,52.5,78.7,33.1,5.9,5.5,19.5,39.3,20.3,79.6,78
2025-02-05,Ernakulam,56.0,84.0,33.3,3.2,15.4,25.9,25.5,21.1,80.9,84
2025-02-12,Ernakulam,46.1,69.1,25.9,3.8,8.3,44.4,41.1,22.1,82.1,82
2025-02-19,Ernakulam,59.6,89.4,31.9,8.9,5.2,30.2,37.9,23.1,83.0,89
2025-02-26,Ernakulam,69.4,104.1,35.4,6.4,10.1,34.4,42.7,24.1,83.8,104
2025-03-05,Ernakulam,83.3,124.9,40.8,10.0,11.8,33.3,28.3,25.3,84.4,124
2025-03-12,Ernakulam,67.3,100.9,31.8,3.4,9.5,45.9,20.3,26.5,84.8,100
2025-03-19,Ernakulam,78.6,117.9,35.9,7.6,7.7,41.7,30.6,27.7,85.0,117
2025-03-26,Ernakulam,74.4,111.6,33.1,8.3,9.2,48.4,51.2,28.9,84.9,111
2025-04-02,Ernakulam,77.6,116.3,33.7,2.8,16.1,33.5,44.9,30.1,84.7,116
2025-04-09,Ernakulam,78.2,117.2,33.4,5.7,6.7,27.4,26.6,31.2,84.2,117
2025-04-16,Ernakulam,78.5,117.8,33.1,8.3,7.2,32.1,8.7,32.3,83.5,117
2025-04-23,Ernakulam,76.3,114.4,31.9,6.3,7.6,12.4,32.4,33.4,82.6,114
2025-04-30,Ernakulam,92.2,138.3,38.4,3.5,8.1,68.1,33.4,34.4,81.6,138
2025-05-07,Ernakulam,87.4,131.2,36.5,8.3,10.9,48.2,27.1,35.2,80.4,131
2025-05-14,Ernakulam,89.9,134.8,37.8,6.9,11.4,27.1,32.5,36.0,79.0,134
2025-05-21,Ernakulam,82.4,123.6,35.0,8.1,10.3,11.9,51.8,36.7,77.5,123
2025-05-28,Ernakulam,80.5,120.8,34.8,2.0,9.5,14.5,17.8,37.2,75.8,120
2025-06-04,Ernakulam,72.4,108.6,31.9,5.0,7.1,7.8,23.4,37.6,74.1,108
2025-06-11,Ernakulam,100.2,150.3,45.3,8.5,11.5,34.7,37.7,37.9,72.4,150
